tier,zone,npc_id,boss,item_id,item_name,slot,armor_type,quality,db_phase,url
T4,Gruul's Lair,18831,High King Maulgar,28795,Bladespire Warbands,Wrist,Plate,Epic,1,https://www.wowhead.com/tbc/item=28795
T4,Gruul's Lair,18831,High King Maulgar,28797,Brute Cloak of the Ogre-Magi,Back,Cloth,Epic,1,https://www.wowhead.com/tbc/item=28797
T4,Gruul's Lair,18831,High King Maulgar,28800,Hammer of the Naaru,Weapon,,Epic,1,https://www.wowhead.com/tbc/item=28800
T4,Gruul's Lair,18831,High King Maulgar,28796,Malefic Mask of the Shadows,Head,Leather,Epic,1,https://www.wowhead.com/tbc/item=28796
T4,Gruul's Lair,18831,High King Maulgar,28801,Maulgar's Warhelm,Head,Mail,Epic,1,https://www.wowhead.com/tbc/item=28801
T4,Karazhan,16152,Attumen the Huntsman,28453,Bracers of the White Stag,Wrist,Leather,Epic,1,https://www.wowhead.com/tbc/item=28453
T4,Karazhan,16152,Attumen the Huntsman,28505,Gauntlets of Renewed Hope,Hands,Plate,Epic,1,https://www.wowhead.com/tbc/item=28505
T4,Karazhan,16152,Attumen the Huntsman,28506,Gloves of Dexterous Manipulation,Hands,Leather,Epic,1,https://www.wowhead.com/tbc/item=28506
T4,Karazhan,16152,Attumen the Huntsman,28508,Gloves of Saintly Blessings,Hands,Cloth,Epic,1,https://www.wowhead.com/tbc/item=28508
T4,Karazhan,16152,Attumen the Huntsman,28507,Handwraps of Flowing Thought,Hands,Cloth,Epic,1,https://www.wowhead.com/tbc/item=28507
T4,Karazhan,16152,Attumen the Huntsman,28477,Harbinger Bands,Wrist,Cloth,Epic,1,https://www.wowhead.com/tbc/item=28477
T4,Karazhan,16152,Attumen the Huntsman,28510,Spectral Band of Innervation,Finger,,Epic,1,https://www.wowhead.com/tbc/item=28510
T4,Karazhan,16152,Attumen the Huntsman,28454,Stalker's War Bands,Wrist,Mail,Epic,1,https://www.wowhead.com/tbc/item=28454
T4,Karazhan,16152,Attumen the Huntsman,28504,Steelhawk Crossbow,Ranged,,Epic,1,https://www.wowhead.com/tbc/item=28504
T4,Karazhan,16152,Attumen the Huntsman,28502,Vambraces of Courage,Wrist,Plate,Epic,1,https://www.wowhead.com/tbc/item=28502
T4,Karazhan,16152,Attumen the Huntsman,28503,Whirlwind Bracers,Wrist,Mail,Epic,1,https://www.wowhead.com/tbc/item=28503
T4,Karazhan,16152,Attumen the Huntsman,28509,Worgen Claw Necklace,Neck,,Epic,1,https://www.wowhead.com/tbc/item=28509
T4,Karazhan,16179,Hyakiss the Lurker,30677,Lurker's Belt,Waist,Mail,Epic,1,https://www.wowhead.com/tbc/item=30677
T4,Karazhan,16179,Hyakiss the Lurker,30675,Lurker's Cord,Waist,Cloth,Epic,1,https://www.wowhead.com/tbc/item=30675
T4,Karazhan,16179,Hyakiss the Lurker,30678,Lurker's Girdle,Waist,Plate,Epic,1,https://www.wowhead.com/tbc/item=30678
T4,Karazhan,16179,Hyakiss the Lurker,30676,Lurker's Grasp,Waist,Leather,Epic,1,https://www.wowhead.com/tbc/item=30676
T4,Karazhan,16457,Maiden of Virtue,28511,Bands of Indwelling,Wrist,Cloth,Epic,1,https://www.wowhead.com/tbc/item=28511
T4,Karazhan,16457,Maiden of Virtue,28515,Bands of Nefarious Deeds,Wrist,Cloth,Epic,1,https://www.wowhead.com/tbc/item=28515
T4,Karazhan,16457,Maiden of Virtue,28516,Barbed Choker of Discipline,Neck,,Epic,1,https://www.wowhead.com/tbc/item=28516
T4,Karazhan,16457,Maiden of Virtue,28517,Boots of Foretelling,Feet,Cloth,Epic,1,https://www.wowhead.com/tbc/item=28517
T4,Karazhan,16457,Maiden of Virtue,28512,Bracers of Justice,Wrist,Plate,Epic,1,https://www.wowhead.com/tbc/item=28512
T4,Karazhan,16457,Maiden of Virtue,28514,Bracers of Maliciousness,Wrist,Leather,Epic,1,https://www.wowhead.com/tbc/item=28514
T4,Karazhan,16457,Maiden of Virtue,28520,Gloves of Centering,Hands,Mail,Epic,1,https://www.wowhead.com/tbc/item=28520
T4,Karazhan,16457,Maiden of Virtue,28519,Gloves of Quickening,Hands,Mail,Epic,1,https://www.wowhead.com/tbc/item=28519
T4,Karazhan,16457,Maiden of Virtue,28518,Iron Gauntlets of the Maiden,Hands,Plate,Epic,1,https://www.wowhead.com/tbc/item=28518
T4,Karazhan,16457,Maiden of Virtue,28521,Mitts of the Treemender,Hands,Leather,Epic,1,https://www.wowhead.com/tbc/item=28521
T4,Karazhan,16457,Maiden of Virtue,28522,Shard of the Virtuous,Weapon,,Epic,1,https://www.wowhead.com/tbc/item=28522
T4,Karazhan,16457,Maiden of Virtue,28523,Totem of Healing Rains,Ranged,,Epic,1,https://www.wowhead.com/tbc/item=28523
T4,Karazhan,15687,Moroes,28567,Belt of Gale Force,Waist,Mail,Epic,1,https://www.wowhead.com/tbc/item=28567
T4,Karazhan,15687,Moroes,28569,Boots of Valiance,Feet,Plate,Epic,1,https://www.wowhead.com/tbc/item=28569
T4,Karazhan,15687,Moroes,28530,Brooch of Unquenchable Fury,Neck,,Epic,1,https://www.wowhead.com/tbc/item=28530
T4,Karazhan,15687,Moroes,28566,Crimson Girdle of the Indomitable,Waist,Plate,Epic,1,https://www.wowhead.com/tbc/item=28566
T4,Karazhan,15687,Moroes,28545,Edgewalker Longboots,Feet,Leather,Epic,1,https://www.wowhead.com/tbc/item=28545
T4,Karazhan,15687,Moroes,28524,Emerald Ripper,Weapon,,Epic,1,https://www.wowhead.com/tbc/item=28524
T4,Karazhan,15687,Moroes,28568,Idol of the Avian Heart,Ranged,,Epic,1,https://www.wowhead.com/tbc/item=28568
T4,Karazhan,15687,Moroes,28528,Moroes' Lucky Pocket Watch,Trinket,,Epic,1,https://www.wowhead.com/tbc/item=28528
T4,Karazhan,15687,Moroes,28565,Nethershard Girdle,Waist,Cloth,Epic,1,https://www.wowhead.com/tbc/item=28565
T4,Karazhan,15687,Moroes,28529,Royal Cloak of Arathi Kings,Back,Cloth,Epic,1,https://www.wowhead.com/tbc/item=28529
T4,Karazhan,15687,Moroes,28570,Shadow-Cloak of Dalaran,Back,Cloth,Epic,1,https://www.wowhead.com/tbc/item=28570
T4,Karazhan,15687,Moroes,28525,Signet of Unshakable Faith,Weapon,,Epic,1,https://www.wowhead.com/tbc/item=28525
T4,Karazhan,15689,Netherspite,28732,Cowl of Defiance,Head,Leather,Epic,1,https://www.wowhead.com/tbc/item=28732
T4,Karazhan,15689,Netherspite,28735,Earthblood Chestguard,Chest,Mail,Epic,1,https://www.wowhead.com/tbc/item=28735
T4,Karazhan,15689,Netherspite,28733,Girdle of Truth,Waist,Plate,Epic,1,https://www.wowhead.com/tbc/item=28733
T4,Karazhan,15689,Netherspite,28734,Jewel of Infinite Possibilities,Weapon,,Epic,1,https://www.wowhead.com/tbc/item=28734
T4,Karazhan,15689,Netherspite,28743,Mantle of Abrahmis,Shoulder,Plate,Epic,1,https://www.wowhead.com/tbc/item=28743
T4,Karazhan,15689,Netherspite,28730,Mithril Band of the Unscarred,Finger,,Epic,1,https://www.wowhead.com/tbc/item=28730
T4,Karazhan,15689,Netherspite,28742,Pantaloons of Repentance,Legs,Cloth,Epic,1,https://www.wowhead.com/tbc/item=28742
T4,Karazhan,15689,Netherspite,28740,Rip-Flayer Leggings,Legs,Mail,Epic,1,https://www.wowhead.com/tbc/item=28740
T4,Karazhan,15689,Netherspite,28731,Shining Chain of the Afterworld,Neck,,Epic,1,https://www.wowhead.com/tbc/item=28731
T4,Karazhan,15689,Netherspite,28741,Skulker's Greaves,Legs,Leather,Epic,1,https://www.wowhead.com/tbc/item=28741
T4,Karazhan,15689,Netherspite,28729,Spiteblade,Weapon,,Epic,1,https://www.wowhead.com/tbc/item=28729
T4,Karazhan,15689,Netherspite,28744,Uni-Mind Headdress,Head,Cloth,Epic,1,https://www.wowhead.com/tbc/item=28744
T4,Karazhan,17225,Nightbane,28601,Chestguard of the Conniver,Chest,Leather,Epic,1,https://www.wowhead.com/tbc/item=28601
T4,Karazhan,17225,Nightbane,28611,Dragonheart Flameshield,Weapon,,Epic,1,https://www.wowhead.com/tbc/item=28611
T4,Karazhan,17225,Nightbane,28609,Emberspur Talisman,Neck,,Epic,1,https://www.wowhead.com/tbc/item=28609
T4,Karazhan,17225,Nightbane,28610,Ferocious Swift-Kickers,Feet,Mail,Epic,1,https://www.wowhead.com/tbc/item=28610
T4,Karazhan,17225,Nightbane,28608,Ironstriders of Urgency,Feet,Plate,Epic,1,https://www.wowhead.com/tbc/item=28608
T4,Karazhan,17225,Nightbane,28604,Nightstaff of the Everliving,Weapon,,Epic,1,https://www.wowhead.com/tbc/item=28604
T4,Karazhan,17225,Nightbane,28597,Panzar'Thar Breastplate,Chest,Plate,Epic,1,https://www.wowhead.com/tbc/item=28597
T4,Karazhan,17225,Nightbane,28602,Robe of the Elder Scribes,Chest,Cloth,Epic,1,https://www.wowhead.com/tbc/item=28602
T4,Karazhan,17225,Nightbane,28599,Scaled Breastplate of Carnage,Chest,Mail,Epic,1,https://www.wowhead.com/tbc/item=28599
T4,Karazhan,17225,Nightbane,28606,Shield of Impenetrable Darkness,Weapon,,Epic,1,https://www.wowhead.com/tbc/item=28606
T4,Karazhan,17225,Nightbane,28600,Stonebough Jerkin,Chest,Leather,Epic,1,https://www.wowhead.com/tbc/item=28600
T4,Karazhan,17225,Nightbane,28603,Talisman of Nightbane,Weapon,,Epic,1,https://www.wowhead.com/tbc/item=28603
T4,Karazhan,15690,Prince Malchezaar,28762,Adornment of Stolen Souls,Neck,,Epic,1,https://www.wowhead.com/tbc/item=28762
T4,Karazhan,15690,Prince Malchezaar,28764,Farstrider Wildercloak,Back,Cloth,Epic,1,https://www.wowhead.com/tbc/item=28764
T4,Karazhan,15690,Prince Malchezaar,28773,Gorehowl,Weapon,,Epic,1,https://www.wowhead.com/tbc/item=28773
T4,Karazhan,15690,Prince Malchezaar,28763,Jade Ring of the Everliving,Finger,,Epic,1,https://www.wowhead.com/tbc/item=28763
T4,Karazhan,15690,Prince Malchezaar,28771,Light's Justice,Weapon,,Epic,1,https://www.wowhead.com/tbc/item=28771
T4,Karazhan,15690,Prince Malchezaar,28768,Malchazeen,Weapon,,Epic,1,https://www.wowhead.com/tbc/item=28768
T4,Karazhan,15690,Prince Malchezaar,28770,Nathrezim Mindblade,Weapon,,Epic,1,https://www.wowhead.com/tbc/item=28770
T4,Karazhan,15690,Prince Malchezaar,28757,Ring of a Thousand Marks,Finger,,Epic,1,https://www.wowhead.com/tbc/item=28757
T4,Karazhan,15690,Prince Malchezaar,28766,Ruby Drape of the Mysticant,Back,Cloth,Epic,1,https://www.wowhead.com/tbc/item=28766
T4,Karazhan,15690,Prince Malchezaar,28765,Stainless Cloak of the Pure Hearted,Back,Cloth,Epic,1,https://www.wowhead.com/tbc/item=28765
T4,Karazhan,15690,Prince Malchezaar,28772,Sunfury Bow of the Phoenix,Ranged,,Epic,1,https://www.wowhead.com/tbc/item=28772
T4,Karazhan,15690,Prince Malchezaar,28767,The Decapitator,Weapon,,Epic,1,https://www.wowhead.com/tbc/item=28767
T4,Karazhan,16181,Rokad the Ravager,30686,Ravager's Bands,Wrist,Mail,Epic,1,https://www.wowhead.com/tbc/item=30686
T4,Karazhan,16181,Rokad the Ravager,30687,Ravager's Bracers,Wrist,Plate,Epic,1,https://www.wowhead.com/tbc/item=30687
T4,Karazhan,16181,Rokad the Ravager,30684,Ravager's Cuffs,Wrist,Cloth,Epic,1,https://www.wowhead.com/tbc/item=30684
T4,Karazhan,16181,Rokad the Ravager,30685,Ravager's Wrist-Wraps,Wrist,Leather,Epic,1,https://www.wowhead.com/tbc/item=30685
T4,Karazhan,17533,Romulo,28589,Beastmaw Pauldrons,Shoulder,Mail,Epic,1,https://www.wowhead.com/tbc/item=28589
T4,Karazhan,17533,Romulo,28572,Blade of the Unrequited,Weapon,,Epic,1,https://www.wowhead.com/tbc/item=28572
T4,Karazhan,17533,Romulo,28573,Despair,Weapon,,Epic,1,https://www.wowhead.com/tbc/item=28573
T4,Karazhan,17533,Romulo,28591,Earthsoul Leggings,Legs,Leather,Epic,1,https://www.wowhead.com/tbc/item=28591
T4,Karazhan,17533,Romulo,28593,Eternium Greathelm,Head,Plate,Epic,1,https://www.wowhead.com/tbc/item=28593
T4,Karazhan,17533,Romulo,28592,Libram of Souls Redeemed,Ranged,,Epic,1,https://www.wowhead.com/tbc/item=28592
T4,Karazhan,17533,Romulo,28578,Masquerade Gown,Chest,Cloth,Epic,1,https://www.wowhead.com/tbc/item=28578
T4,Karazhan,17533,Romulo,28590,Ribbon of Sacrifice,Trinket,,Epic,1,https://www.wowhead.com/tbc/item=28590
T4,Karazhan,17533,Romulo,28579,Romulo's Poison Vial,Trinket,,Epic,1,https://www.wowhead.com/tbc/item=28579
T4,Karazhan,17533,Romulo,28594,Trial-Fire Trousers,Legs,Cloth,Epic,1,https://www.wowhead.com/tbc/item=28594
T4,Karazhan,16524,Shade of Aran,28728,Aran's Soothing Sapphire,Weapon,,Epic,1,https://www.wowhead.com/tbc/item=28728
T4,Karazhan,16524,Shade of Aran,28663,Boots of the Incorrupt,Feet,Cloth,Epic,1,https://www.wowhead.com/tbc/item=28663
T4,Karazhan,16524,Shade of Aran,28670,Boots of the Infernal Coven,Feet,Cloth,Epic,1,https://www.wowhead.com/tbc/item=28670
T4,Karazhan,16524,Shade of Aran,28672,Drape of the Dark Reavers,Back,Cloth,Epic,1,https://www.wowhead.com/tbc/item=28672
T4,Karazhan,16524,Shade of Aran,28726,Mantle of the Mind Flayer,Shoulder,Cloth,Epic,1,https://www.wowhead.com/tbc/item=28726
T4,Karazhan,16524,Shade of Aran,28666,Pauldrons of the Justice-Seeker,Shoulder,Plate,Epic,1,https://www.wowhead.com/tbc/item=28666
T4,Karazhan,16524,Shade of Aran,28727,Pendant of the Violet Eye,Trinket,,Epic,1,https://www.wowhead.com/tbc/item=28727
T4,Karazhan,16524,Shade of Aran,28669,Rapscallion Boots,Feet,Leather,Epic,1,https://www.wowhead.com/tbc/item=28669
T4,Karazhan,16524,Shade of Aran,28674,Saberclaw Talisman,Neck,,Epic,1,https://www.wowhead.com/tbc/item=28674
T4,Karazhan,16524,Shade of Aran,28675,Shermanar Great-Ring,Finger,,Epic,1,https://www.wowhead.com/tbc/item=28675
T4,Karazhan,16524,Shade of Aran,28671,Steelspine Faceguard,Head,Mail,Epic,1,https://www.wowhead.com/tbc/item=28671
T4,Karazhan,16524,Shade of Aran,28673,Tirisfal Wand of Ascendancy,Ranged,,Epic,1,https://www.wowhead.com/tbc/item=28673
T4,Karazhan,16180,Shadikith the Glider,30681,Glider's Boots,Feet,Leather,Epic,1,https://www.wowhead.com/tbc/item=30681
T4,Karazhan,16180,Shadikith the Glider,30680,Glider's Foot-Wraps,Feet,Cloth,Epic,1,https://www.wowhead.com/tbc/item=30680
T4,Karazhan,16180,Shadikith the Glider,30683,Glider's Greaves,Feet,Plate,Epic,1,https://www.wowhead.com/tbc/item=30683
T4,Karazhan,16180,Shadikith the Glider,30682,Glider's Sabatons,Feet,Mail,Epic,1,https://www.wowhead.com/tbc/item=30682
T4,Karazhan,15688,Terestian Illhoof,28662,Breastplate of the Lightbinder,Chest,Plate,Epic,1,https://www.wowhead.com/tbc/item=28662
T4,Karazhan,15688,Terestian Illhoof,28652,Cincture of Will,Waist,Cloth,Epic,1,https://www.wowhead.com/tbc/item=28652
T4,Karazhan,15688,Terestian Illhoof,28655,Cord of Nature's Sustenance,Waist,Leather,Epic,1,https://www.wowhead.com/tbc/item=28655
T4,Karazhan,15688,Terestian Illhoof,28657,Fool's Bane,Weapon,,Epic,1,https://www.wowhead.com/tbc/item=28657
T4,Karazhan,15688,Terestian Illhoof,28660,Gilded Thorium Cloak,Back,Cloth,Epic,1,https://www.wowhead.com/tbc/item=28660
T4,Karazhan,15688,Terestian Illhoof,28656,Girdle of the Prowler,Waist,Mail,Epic,1,https://www.wowhead.com/tbc/item=28656
T4,Karazhan,15688,Terestian Illhoof,28654,Malefic Girdle,Waist,Cloth,Epic,1,https://www.wowhead.com/tbc/item=28654
T4,Karazhan,15688,Terestian Illhoof,28661,Mender's Heart-Ring,Finger,,Epic,1,https://www.wowhead.com/tbc/item=28661
T4,Karazhan,15688,Terestian Illhoof,28653,Shadowvine Cloak of Infusion,Back,Cloth,Epic,1,https://www.wowhead.com/tbc/item=28653
T4,Karazhan,15688,Terestian Illhoof,28658,Terestian's Stranglestaff,Weapon,,Epic,1,https://www.wowhead.com/tbc/item=28658
T4,Karazhan,15688,Terestian Illhoof,28785,The Lightning Capacitor,Trinket,,Epic,1,https://www.wowhead.com/tbc/item=28785
T4,Karazhan,15688,Terestian Illhoof,28659,Xavian Stiletto,Ranged,,Epic,1,https://www.wowhead.com/tbc/item=28659
T4,Karazhan,17521,The Big Bad Wolf,28589,Beastmaw Pauldrons,Shoulder,Mail,Epic,1,https://www.wowhead.com/tbc/item=28589
T4,Karazhan,17521,The Big Bad Wolf,28583,Big Bad Wolf's Head,Head,Mail,Epic,1,https://www.wowhead.com/tbc/item=28583
T4,Karazhan,17521,The Big Bad Wolf,28584,Big Bad Wolf's Paw,Weapon,,Epic,1,https://www.wowhead.com/tbc/item=28584
T4,Karazhan,17521,The Big Bad Wolf,28591,Earthsoul Leggings,Legs,Leather,Epic,1,https://www.wowhead.com/tbc/item=28591
T4,Karazhan,17521,The Big Bad Wolf,28593,Eternium Greathelm,Head,Plate,Epic,1,https://www.wowhead.com/tbc/item=28593
T4,Karazhan,17521,The Big Bad Wolf,28592,Libram of Souls Redeemed,Ranged,,Epic,1,https://www.wowhead.com/tbc/item=28592
T4,Karazhan,17521,The Big Bad Wolf,28582,Red Riding Hood's Cloak,Back,Cloth,Epic,1,https://www.wowhead.com/tbc/item=28582
T4,Karazhan,17521,The Big Bad Wolf,28590,Ribbon of Sacrifice,Trinket,,Epic,1,https://www.wowhead.com/tbc/item=28590
T4,Karazhan,17521,The Big Bad Wolf,28594,Trial-Fire Trousers,Legs,Cloth,Epic,1,https://www.wowhead.com/tbc/item=28594
T4,Karazhan,17521,The Big Bad Wolf,28581,Wolfslayer Sniper Rifle,Ranged,,Epic,1,https://www.wowhead.com/tbc/item=28581
T4,Karazhan,18168,The Crone,28589,Beastmaw Pauldrons,Shoulder,Mail,Epic,1,https://www.wowhead.com/tbc/item=28589
T4,Karazhan,18168,The Crone,28588,Blue Diamond Witchwand,Ranged,,Epic,1,https://www.wowhead.com/tbc/item=28588
T4,Karazhan,18168,The Crone,28591,Earthsoul Leggings,Legs,Leather,Epic,1,https://www.wowhead.com/tbc/item=28591
T4,Karazhan,18168,The Crone,28593,Eternium Greathelm,Head,Plate,Epic,1,https://www.wowhead.com/tbc/item=28593
T4,Karazhan,18168,The Crone,28587,Legacy,Weapon,,Epic,1,https://www.wowhead.com/tbc/item=28587
T4,Karazhan,18168,The Crone,28592,Libram of Souls Redeemed,Ranged,,Epic,1,https://www.wowhead.com/tbc/item=28592
T4,Karazhan,18168,The Crone,28590,Ribbon of Sacrifice,Trinket,,Epic,1,https://www.wowhead.com/tbc/item=28590
T4,Karazhan,18168,The Crone,28585,Ruby Slippers,Feet,Cloth,Epic,1,https://www.wowhead.com/tbc/item=28585
T4,Karazhan,18168,The Crone,28594,Trial-Fire Trousers,Legs,Cloth,Epic,1,https://www.wowhead.com/tbc/item=28594
T4,Karazhan,18168,The Crone,28586,Wicked Witch's Hat,Head,Cloth,Epic,1,https://www.wowhead.com/tbc/item=28586
T4,Karazhan,15691,The Curator,28631,Dragon-Quake Shoulderguards,Shoulder,Mail,Epic,1,https://www.wowhead.com/tbc/item=28631
T4,Karazhan,15691,The Curator,28647,Forest Wind Shoulderpads,Shoulder,Leather,Epic,1,https://www.wowhead.com/tbc/item=28647
T4,Karazhan,15691,The Curator,28649,Garona's Signet Ring,Finger,,Epic,1,https://www.wowhead.com/tbc/item=28649
T4,Karazhan,15691,The Curator,28612,Pauldrons of the Solace-Giver,Shoulder,Cloth,Epic,1,https://www.wowhead.com/tbc/item=28612
T4,Karazhan,15691,The Curator,28633,Staff of Infinite Mysteries,Weapon,,Epic,1,https://www.wowhead.com/tbc/item=28633
T4,Karazhan,15691,The Curator,28621,Wrynn Dynasty Greaves,Legs,Plate,Epic,1,https://www.wowhead.com/tbc/item=28621
T4,Karazhan,,Trash / zone drop,28747,Battlescar Boots,Feet,Plate,Epic,1,https://www.wowhead.com/tbc/item=28747
T4,Karazhan,,Trash / zone drop,30643,Belt of the Tracker,Waist,Mail,Epic,1,https://www.wowhead.com/tbc/item=30643
T4,Karazhan,,Trash / zone drop,28755,Bladed Shoulderpads of the Merciless,Shoulder,Leather,Epic,1,https://www.wowhead.com/tbc/item=28755
T4,Karazhan,,Trash / zone drop,30641,Boots of Elusion,Feet,Plate,Epic,1,https://www.wowhead.com/tbc/item=30641
T4,Karazhan,,Trash / zone drop,30642,Drape of the Righteous,Back,Cloth,Epic,1,https://www.wowhead.com/tbc/item=30642
T4,Karazhan,,Trash / zone drop,28746,Fiend Slayer Boots,Feet,Mail,Epic,1,https://www.wowhead.com/tbc/item=28746
T4,Karazhan,,Trash / zone drop,28752,Forestlord Striders,Feet,Leather,Epic,1,https://www.wowhead.com/tbc/item=28752
T4,Karazhan,,Trash / zone drop,28750,Girdle of Treachery,Waist,Leather,Epic,1,https://www.wowhead.com/tbc/item=28750
T4,Karazhan,,Trash / zone drop,30668,Grasp of the Dead,Hands,Cloth,Epic,1,https://www.wowhead.com/tbc/item=30668
T4,Karazhan,,Trash / zone drop,30644,Grips of Deftness,Hands,Leather,Epic,1,https://www.wowhead.com/tbc/item=30644
T4,Karazhan,,Trash / zone drop,28756,Headdress of the High Potentate,Head,Cloth,Epic,1,https://www.wowhead.com/tbc/item=28756
T4,Karazhan,,Trash / zone drop,28751,Heart-Flame Leggings,Legs,Mail,Epic,1,https://www.wowhead.com/tbc/item=28751
T4,Karazhan,,Trash / zone drop,30673,Inferno Waist Cord,Waist,Cloth,Epic,1,https://www.wowhead.com/tbc/item=30673
T4,Karazhan,,Trash / zone drop,28749,King's Defender,Weapon,,Epic,1,https://www.wowhead.com/tbc/item=28749
T4,Karazhan,,Trash / zone drop,28748,Legplates of the Innocent,Legs,Plate,Epic,1,https://www.wowhead.com/tbc/item=28748
T4,Karazhan,,Trash / zone drop,28745,Mithril Chain of Heroism,Neck,,Epic,1,https://www.wowhead.com/tbc/item=28745
T4,Karazhan,,Trash / zone drop,28753,Ring of Recurrence,Finger,,Epic,1,https://www.wowhead.com/tbc/item=28753
T4,Karazhan,,Trash / zone drop,30667,Ring of Unrelenting Storms,Finger,,Epic,1,https://www.wowhead.com/tbc/item=30667
T4,Karazhan,,Trash / zone drop,30666,Ritssyn's Lost Pendant,Neck,,Epic,1,https://www.wowhead.com/tbc/item=30666
T4,Karazhan,,Trash / zone drop,28754,Triptych Shield of the Ancients,Weapon,,Epic,1,https://www.wowhead.com/tbc/item=28754
T4,Karazhan,,Trash / zone drop,30674,Zierhut's Lost Treads,Feet,Leather,Epic,1,https://www.wowhead.com/tbc/item=30674
T4,Magtheridon's Lair,17257,Magtheridon,29458,Aegis of the Vindicator,Weapon,,Epic,1,https://www.wowhead.com/tbc/item=29458
T4,Magtheridon's Lair,17257,Magtheridon,28777,Cloak of the Pit Stalker,Back,Cloth,Epic,1,https://www.wowhead.com/tbc/item=28777
T4,Magtheridon's Lair,17257,Magtheridon,28782,Crystalheart Pulse-Staff,Weapon,,Epic,1,https://www.wowhead.com/tbc/item=28782
T4,Magtheridon's Lair,17257,Magtheridon,28783,Eredar Wand of Obliteration,Ranged,,Epic,1,https://www.wowhead.com/tbc/item=28783
T4,Magtheridon's Lair,17257,Magtheridon,28789,Eye of Magtheridon,Trinket,,Epic,1,https://www.wowhead.com/tbc/item=28789
T4,Magtheridon's Lair,17257,Magtheridon,28779,Girdle of the Endless Pit,Waist,Plate,Epic,1,https://www.wowhead.com/tbc/item=28779
T4,Magtheridon's Lair,17257,Magtheridon,28774,Glaive of the Pit,Weapon,,Epic,1,https://www.wowhead.com/tbc/item=28774
T4,Magtheridon's Lair,17257,Magtheridon,28781,Karaborian Talisman,Weapon,,Epic,1,https://www.wowhead.com/tbc/item=28781
T4,Magtheridon's Lair,17257,Magtheridon,28776,Liar's Tongue Gloves,Hands,Leather,Epic,1,https://www.wowhead.com/tbc/item=28776
T4,Magtheridon's Lair,17257,Magtheridon,28780,Soul-Eater's Handwraps,Hands,Cloth,Epic,1,https://www.wowhead.com/tbc/item=28780
T4,Magtheridon's Lair,17257,Magtheridon,28778,Terror Pit Girdle,Waist,Mail,Epic,1,https://www.wowhead.com/tbc/item=28778
T4,Magtheridon's Lair,17257,Magtheridon,28775,Thundering Greathelm,Head,Plate,Epic,1,https://www.wowhead.com/tbc/item=28775
T5,Serpentshrine Cavern,21214,Fathom-Lord Karathress,30101,Bloodsea Brigand's Vest,Chest,Leather,Epic,2,https://www.wowhead.com/tbc/item=30101
T5,Serpentshrine Cavern,21214,Fathom-Lord Karathress,30663,Fathom-Brooch of the Tidewalker,Trinket,,Epic,2,https://www.wowhead.com/tbc/item=30663
T5,Serpentshrine Cavern,21214,Fathom-Lord Karathress,30099,Frayed Tether of the Drowned,Neck,,Epic,2,https://www.wowhead.com/tbc/item=30099
T5,Serpentshrine Cavern,21214,Fathom-Lord Karathress,30626,Sextant of Unstable Currents,Trinket,,Epic,2,https://www.wowhead.com/tbc/item=30626
