item_id,item_name,slug,channel,video_id,start_seconds,end_seconds,mentions,ambiguous,matched_by,cite_url
29301,Band of the Eternal Champion,jambrosay-ret-paladin-p3-p4-loot,Jambrosay,HeiHo9Uqjho,654,719,1,no,name,https://www.youtube.com/watch?v=HeiHo9Uqjho&t=654s
29301,Band of the Eternal Champion,veramos-survival-hunter-p3-bis-prio,Veramos Gaming,yqQagrZrgos,90,155,1,no,name,https://www.youtube.com/watch?v=yqQagrZrgos&t=90s
29301,Band of the Eternal Champion,veramos-survival-hunter-p3-bis-prio,Veramos Gaming,yqQagrZrgos,434,514,2,no,name,https://www.youtube.com/watch?v=yqQagrZrgos&t=434s
29305,Band of the Eternal Sage,zatar-black-temple-item-priority,Zatar (Classic Wow Builds),6SWlWDYTkvU,602,667,1,no,name,https://www.youtube.com/watch?v=6SWlWDYTkvU&t=602s
29305,Band of the Eternal Sage,zatar-black-temple-item-priority,Zatar (Classic Wow Builds),6SWlWDYTkvU,881,946,1,no,name,https://www.youtube.com/watch?v=6SWlWDYTkvU&t=881s
29309,Band of the Eternal Restorer,nohitjerome-resto-druid-bis-phase-3,NOHITJEROME,8R9T2zfvRs4,1273,1371,2,no,name,https://www.youtube.com/watch?v=8R9T2zfvRs4&t=1273s
29330,The Saga of Terokk,subtlefw-prot-paladin-p3-bis,SubtleFW,ZVALsT8eZOQ,355,420,1,yes,alias,https://www.youtube.com/watch?v=ZVALsT8eZOQ&t=355s
29359,Feral Staff of Lashing,jambrosay-feral-druid-p3-p4-loot,Jambrosay,88I8chIOGIg,709,774,1,yes,alias,https://www.youtube.com/watch?v=88I8chIOGIg&t=709s
29359,Feral Staff of Lashing,zatar-mount-hyjal-item-priority,Zatar (Classic Wow Builds),B3zgswtk6T8,2406,2471,1,yes,alias,https://www.youtube.com/watch?v=B3zgswtk6T8&t=2406s
29370,Icon of the Silver Crescent,darkest-elemental-shaman-t6-bis,Darkest_TV,0-oVpJUjZZs,390,455,1,no,name,https://www.youtube.com/watch?v=0-oVpJUjZZs&t=390s
29370,Icon of the Silver Crescent,drue-shadow-priest-p3-bis,Drue,ljx7ExV-HdE,820,885,1,no,name,https://www.youtube.com/watch?v=ljx7ExV-HdE&t=820s
29370,Icon of the Silver Crescent,drue-shadow-priest-p3-bis,Drue,ljx7ExV-HdE,1176,1241,1,no,name,https://www.youtube.com/watch?v=ljx7ExV-HdE&t=1176s
29370,Icon of the Silver Crescent,subtlefw-prot-paladin-p3-bis,SubtleFW,ZVALsT8eZOQ,1102,1167,1,no,name,https://www.youtube.com/watch?v=ZVALsT8eZOQ&t=1102s
29370,Icon of the Silver Crescent,subtlefw-prot-paladin-p3-bis,SubtleFW,ZVALsT8eZOQ,1492,1557,1,no,name,https://www.youtube.com/watch?v=ZVALsT8eZOQ&t=1492s
29370,Icon of the Silver Crescent,wundy-prot-paladin-p3-bis,Wundy TV,EOKsCC-hgog,350,415,1,no,name,https://www.youtube.com/watch?v=EOKsCC-hgog&t=350s
29376,Essence of the Martyr,costin-holy-paladin-top-5-t5-items,Costin Gaming,Ko-mq1NP_jk,496,561,1,no,name,https://www.youtube.com/watch?v=Ko-mq1NP_jk&t=496s
29376,Essence of the Martyr,silvite-holy-paladin-101,SilviteSoltis,dF9O1b--NAM,390,455,1,no,name,https://www.youtube.com/watch?v=dF9O1b--NAM&t=390s
29376,Essence of the Martyr,zatar-black-temple-item-priority,Zatar (Classic Wow Builds),6SWlWDYTkvU,8198,8263,1,no,name,https://www.youtube.com/watch?v=6SWlWDYTkvU&t=8198s
29383,Bloodlust Brooch,darkest-enhancement-shaman-t6-bis,Darkest_TV,2d-1x_z7NdE,508,573,1,no,name,https://www.youtube.com/watch?v=2d-1x_z7NdE&t=508s
29383,Bloodlust Brooch,griftin-feral-my-phase-3-gear-list,Griftin,OchPhmK-7vE,419,484,1,no,name,https://www.youtube.com/watch?v=OchPhmK-7vE&t=419s
29383,Bloodlust Brooch,jambrosay-bm-hunter-p3-p4-loot,Jambrosay,VpQyyTCc89M,719,784,1,no,name,https://www.youtube.com/watch?v=VpQyyTCc89M&t=719s
29383,Bloodlust Brooch,jambrosay-ret-paladin-p3-p4-loot,Jambrosay,HeiHo9Uqjho,699,764,1,no,name,https://www.youtube.com/watch?v=HeiHo9Uqjho&t=699s
29383,Bloodlust Brooch,youlookupset-prot-warrior-anniversary,Youlookupset,d-zeSDKc0eU,916,981,1,no,name,https://www.youtube.com/watch?v=d-zeSDKc0eU&t=916s
29458,Aegis of the Vindicator,costin-holy-paladin-top-5-t5-items,Costin Gaming,Ko-mq1NP_jk,345,410,1,no,name,https://www.youtube.com/watch?v=Ko-mq1NP_jk&t=345s
29918,Mindstorm Wristbands,fearstreet-arcane-mage-p3-bis,Fearstreet 528,CRRwWdMbacQ,31,96,1,no,name,https://www.youtube.com/watch?v=CRRwWdMbacQ&t=31s
29918,Mindstorm Wristbands,zatar-black-temple-item-priority,Zatar (Classic Wow Builds),6SWlWDYTkvU,2467,2532,1,no,name,https://www.youtube.com/watch?v=6SWlWDYTkvU&t=2467s
29918,Mindstorm Wristbands,zatar-mount-hyjal-item-priority,Zatar (Classic Wow Builds),B3zgswtk6T8,885,950,1,no,name,https://www.youtube.com/watch?v=B3zgswtk6T8&t=885s
29920,Phoenix-Ring of Rebirth,costin-holy-paladin-top-5-t5-items,Costin Gaming,Ko-mq1NP_jk,1077,1142,1,no,name,https://www.youtube.com/watch?v=Ko-mq1NP_jk&t=1077s
29920,Phoenix-Ring of Rebirth,costin-holy-paladin-top-5-t5-items,Costin Gaming,Ko-mq1NP_jk,1310,1375,1,no,name,https://www.youtube.com/watch?v=Ko-mq1NP_jk&t=1310s
29925,Phoenix-Wing Cloak,devtanks-prot-paladin-p3-gear,DevTanks,23n12xEA4AQ,499,564,1,no,name,https://www.youtube.com/watch?v=23n12xEA4AQ&t=499s
29947,Gloves of the Searing Grip,blayst-ret-paladin-p3-p4-bis,TheRealBlayst,N3aQ2v1KAxI,258,323,1,no,name,https://www.youtube.com/watch?v=N3aQ2v1KAxI&t=258s
29947,Gloves of the Searing Grip,zatar-black-temple-item-priority,Zatar (Classic Wow Builds),6SWlWDYTkvU,144,209,1,no,name,https://www.youtube.com/watch?v=6SWlWDYTkvU&t=144s
29947,Gloves of the Searing Grip,zatar-black-temple-item-priority,Zatar (Classic Wow Builds),6SWlWDYTkvU,2771,2836,1,no,name,https://www.youtube.com/watch?v=6SWlWDYTkvU&t=2771s
29948,Claw of the Phoenix,jambrosay-bm-hunter-p3-p4-loot,Jambrosay,VpQyyTCc89M,730,795,1,no,name,https://www.youtube.com/watch?v=VpQyyTCc89M&t=730s
29949,Arcanite Steam-Pistol,simonize-rogue-p3-p4-bis,SimonizeShow,LlksG4eBm2c,380,445,1,no,name,https://www.youtube.com/watch?v=LlksG4eBm2c&t=380s
29949,Arcanite Steam-Pistol,warriortsw-prot-warrior-t6-bis,WarriorTSW,UtlTgvE_vvA,2179,2248,2,no,name,https://www.youtube.com/watch?v=UtlTgvE_vvA&t=2179s
29982,Wand of the Forgotten Star,drue-shadow-priest-p3-bis,Drue,ljx7ExV-HdE,843,908,1,no,name,https://www.youtube.com/watch?v=ljx7ExV-HdE&t=843s
29989,Sunshower Light Cloak,nohitjerome-resto-druid-bis-phase-3,NOHITJEROME,8R9T2zfvRs4,1829,1894,1,no,name,https://www.youtube.com/watch?v=8R9T2zfvRs4&t=1829s
29991,Sunhawk Leggings,costin-holy-paladin-top-5-t5-items,Costin Gaming,Ko-mq1NP_jk,1278,1343,1,no,name,https://www.youtube.com/watch?v=Ko-mq1NP_jk&t=1278s
29991,Sunhawk Leggings,zatar-mount-hyjal-item-priority,Zatar (Classic Wow Builds),B3zgswtk6T8,2761,2826,1,no,name,https://www.youtube.com/watch?v=B3zgswtk6T8&t=2761s
29992,Royal Cloak of the Sunstriders,devtanks-prot-paladin-p3-gear,DevTanks,23n12xEA4AQ,548,613,1,no,name,https://www.youtube.com/watch?v=23n12xEA4AQ&t=548s
29992,Royal Cloak of the Sunstriders,fearstreet-arcane-mage-p3-bis,Fearstreet 528,CRRwWdMbacQ,58,123,1,no,name,https://www.youtube.com/watch?v=CRRwWdMbacQ&t=58s
29992,Royal Cloak of the Sunstriders,subtlefw-prot-paladin-p3-bis,SubtleFW,ZVALsT8eZOQ,214,279,1,no,name,https://www.youtube.com/watch?v=ZVALsT8eZOQ&t=214s
29992,Royal Cloak of the Sunstriders,subtlefw-prot-paladin-p3-bis,SubtleFW,ZVALsT8eZOQ,1451,1516,1,no,name,https://www.youtube.com/watch?v=ZVALsT8eZOQ&t=1451s
29992,Royal Cloak of the Sunstriders,wundy-prot-paladin-p3-bis,Wundy TV,EOKsCC-hgog,70,135,1,no,name,https://www.youtube.com/watch?v=EOKsCC-hgog&t=70s
29995,Leggings of Murderous Intent,jambrosay-feral-druid-p3-p4-loot,Jambrosay,88I8chIOGIg,184,249,1,no,name,https://www.youtube.com/watch?v=88I8chIOGIg&t=184s
29996,Rod of the Sun King,knot-phase-3-loot-mount-hyjal-part-1,Knot,Q3IBV56JaGk,3001,3066,1,no,name,https://www.youtube.com/watch?v=Q3IBV56JaGk&t=3001s
29997,Band of the Ranger-General,jambrosay-arms-warrior-p3-p4-loot,Jambrosay,sPikzqMJKUk,494,580,2,no,name,https://www.youtube.com/watch?v=sPikzqMJKUk&t=494s
29997,Band of the Ranger-General,jambrosay-bm-hunter-p3-p4-loot,Jambrosay,VpQyyTCc89M,589,654,1,no,name,https://www.youtube.com/watch?v=VpQyyTCc89M&t=589s
29997,Band of the Ranger-General,simonize-rogue-p3-p4-bis,SimonizeShow,LlksG4eBm2c,358,423,1,no,name,https://www.youtube.com/watch?v=LlksG4eBm2c&t=358s
29997,Band of the Ranger-General,zatar-black-temple-item-priority,Zatar (Classic Wow Builds),6SWlWDYTkvU,2870,3046,3,no,name,https://www.youtube.com/watch?v=6SWlWDYTkvU&t=2870s
29997,Band of the Ranger-General,zatar-black-temple-item-priority,Zatar (Classic Wow Builds),6SWlWDYTkvU,3356,3421,1,no,name,https://www.youtube.com/watch?v=6SWlWDYTkvU&t=3356s
29997,Band of the Ranger-General,zatar-black-temple-item-priority,Zatar (Classic Wow Builds),6SWlWDYTkvU,7433,7502,2,no,name,https://www.youtube.com/watch?v=6SWlWDYTkvU&t=7433s
29997,Band of the Ranger-General,zatar-tier-6-rogue-item-priority,Zatar (Classic Wow Builds),L5AXKvQgWy8,859,924,1,no,name,https://www.youtube.com/watch?v=L5AXKvQgWy8&t=859s
29998,Royal Gauntlets of Silvermoon,devtanks-prot-paladin-p3-gear,DevTanks,23n12xEA4AQ,720,785,1,yes,alias,https://www.youtube.com/watch?v=23n12xEA4AQ&t=720s
29998,Royal Gauntlets of Silvermoon,slesh-who-should-get-tier-6-first,Slesh,U80HNYSuH_s,804,869,1,yes,alias,https://www.youtube.com/watch?v=U80HNYSuH_s&t=804s
30007,The Darkener's Grasp,subtlefw-prot-paladin-p3-bis,SubtleFW,ZVALsT8eZOQ,61,126,1,no,name,https://www.youtube.com/watch?v=ZVALsT8eZOQ&t=61s
30007,The Darkener's Grasp,wundy-prot-paladin-p3-bis,Wundy TV,EOKsCC-hgog,38,103,1,no,name,https://www.youtube.com/watch?v=EOKsCC-hgog&t=38s
30015,The Sun King's Talisman,darkest-elemental-shaman-t6-bis,Darkest_TV,0-oVpJUjZZs,71,136,1,no,name,https://www.youtube.com/watch?v=0-oVpJUjZZs&t=71s
30017,Telonicus's Pendant of Mayhem,veramos-survival-hunter-p3-bis-prio,Veramos Gaming,yqQagrZrgos,231,296,1,yes,alias,https://www.youtube.com/watch?v=yqQagrZrgos&t=231s
30022,Pendant of the Perilous,blayst-ret-paladin-p3-p4-bis,TheRealBlayst,N3aQ2v1KAxI,85,169,2,no,name,https://www.youtube.com/watch?v=N3aQ2v1KAxI&t=85s
30028,Seventh Ring of the Tirisfalen,jurdi-phase-3-preparation-guide,Jurdi,ucwiZkg3eCA,519,584,1,yes,alias,https://www.youtube.com/watch?v=ucwiZkg3eCA&t=519s
30028,Seventh Ring of the Tirisfalen,subtlefw-prot-paladin-p3-bis,SubtleFW,ZVALsT8eZOQ,808,873,1,yes,alias,https://www.youtube.com/watch?v=ZVALsT8eZOQ&t=808s
30032,Red Belt of Battle,anker64-fury-warrior-p3-bis,Anker_64,U_Cd8uy07vw,2341,2413,2,yes,alias,https://www.youtube.com/watch?v=U_Cd8uy07vw&t=2341s
30032,Red Belt of Battle,jambrosay-arms-warrior-p3-p4-loot,Jambrosay,sPikzqMJKUk,404,469,1,no,name,https://www.youtube.com/watch?v=sPikzqMJKUk&t=404s
30032,Red Belt of Battle,marrow-fury-warrior-p3-bis-prio,Marrow,STxvv_E7r-Y,585,650,1,no,name,https://www.youtube.com/watch?v=STxvv_E7r-Y&t=585s
30032,Red Belt of Battle,neuro-phase-3-tank-resistance-gear,Neuro,7gWzRd5H0zQ,344,409,1,no,name,https://www.youtube.com/watch?v=7gWzRd5H0zQ&t=344s
30033,Boots of the Protector,subtlefw-prot-paladin-p3-bis,SubtleFW,ZVALsT8eZOQ,718,783,1,no,name,https://www.youtube.com/watch?v=ZVALsT8eZOQ&t=718s
30036,Belt of the Long Road,jurpi-before-phase-3-launches,Jurpi,hYtIujtjRN8,478,543,1,no,name,https://www.youtube.com/watch?v=hYtIujtjRN8&t=478s
30037,Boots of Blasting,zatar-black-temple-item-priority,Zatar (Classic Wow Builds),6SWlWDYTkvU,1111,1176,1,no,name,https://www.youtube.com/watch?v=6SWlWDYTkvU&t=1111s
30037,Boots of Blasting,zatar-mount-hyjal-item-priority,Zatar (Classic Wow Builds),B3zgswtk6T8,2612,2677,1,no,name,https://www.youtube.com/watch?v=B3zgswtk6T8&t=2612s
30038,Belt of Blasting,fearstreet-arcane-mage-p3-bis,Fearstreet 528,CRRwWdMbacQ,87,152,1,no,name,https://www.youtube.com/watch?v=CRRwWdMbacQ&t=87s
30038,Belt of Blasting,jurpi-before-phase-3-launches,Jurpi,hYtIujtjRN8,478,543,1,no,name,https://www.youtube.com/watch?v=hYtIujtjRN8&t=478s
30038,Belt of Blasting,knot-phase-3-loot-mount-hyjal-part-1,Knot,Q3IBV56JaGk,395,460,1,no,name,https://www.youtube.com/watch?v=Q3IBV56JaGk&t=395s
30038,Belt of Blasting,zatar-black-temple-item-priority,Zatar (Classic Wow Builds),6SWlWDYTkvU,1909,1980,2,no,name,https://www.youtube.com/watch?v=6SWlWDYTkvU&t=1909s
30038,Belt of Blasting,zatar-mount-hyjal-item-priority,Zatar (Classic Wow Builds),B3zgswtk6T8,432,497,1,no,name,https://www.youtube.com/watch?v=B3zgswtk6T8&t=432s
30040,Belt of Deep Shadow,sarthe-hunter-t6-bis-loot-prio,Sarthe,GDDl91PROlY,557,622,1,no,name,https://www.youtube.com/watch?v=GDDl91PROlY&t=557s
30040,Belt of Deep Shadow,zatar-black-temple-item-priority,Zatar (Classic Wow Builds),6SWlWDYTkvU,2537,2602,1,no,name,https://www.youtube.com/watch?v=6SWlWDYTkvU&t=2537s
30041,Boots of Natural Grace,griftin-feral-druid-p3-loot-guide,Griftin,Flgbx9eII7U,799,864,1,no,name,https://www.youtube.com/watch?v=Flgbx9eII7U&t=799s
30052,Ring of Lethality,jambrosay-feral-druid-p3-p4-loot,Jambrosay,88I8chIOGIg,567,632,1,no,name,https://www.youtube.com/watch?v=88I8chIOGIg&t=567s
30052,Ring of Lethality,joardee-phase-3-loot-prio-fusion,Joardee,DoaTSCCprtM,5468,5533,1,no,name,https://www.youtube.com/watch?v=DoaTSCCprtM&t=5468s
30052,Ring of Lethality,simonize-rogue-p3-p4-bis,SimonizeShow,LlksG4eBm2c,355,420,1,no,name,https://www.youtube.com/watch?v=LlksG4eBm2c&t=355s
30052,Ring of Lethality,veramos-survival-hunter-p3-bis-prio,Veramos Gaming,yqQagrZrgos,457,522,1,no,name,https://www.youtube.com/watch?v=yqQagrZrgos&t=457s
30052,Ring of Lethality,zatar-black-temple-item-priority,Zatar (Classic Wow Builds),6SWlWDYTkvU,2873,2938,1,no,name,https://www.youtube.com/watch?v=6SWlWDYTkvU&t=2873s
30055,Shoulderpads of the Stranger,slesh-who-should-get-tier-6-first,Slesh,U80HNYSuH_s,315,380,1,no,name,https://www.youtube.com/watch?v=U80HNYSuH_s&t=315s
30057,Bracers of Eradication,slesh-heart-of-darkness-craft,Slesh,5OW2z-FJI4Y,527,592,1,no,name,https://www.youtube.com/watch?v=5OW2z-FJI4Y&t=527s
30058,Mallet of the Tides,zatar-black-temple-item-priority,Zatar (Classic Wow Builds),6SWlWDYTkvU,2262,2327,1,no,name,https://www.youtube.com/watch?v=6SWlWDYTkvU&t=2262s
30061,Ancestral Ring of Conquest,jambrosay-arms-warrior-p3-p4-loot,Jambrosay,sPikzqMJKUk,102,167,1,yes,alias,https://www.youtube.com/watch?v=sPikzqMJKUk&t=102s
30061,Ancestral Ring of Conquest,jambrosay-arms-warrior-p3-p4-loot,Jambrosay,sPikzqMJKUk,497,592,2,no,name,https://www.youtube.com/watch?v=sPikzqMJKUk&t=497s
